1,2018-06-29
2,2018-06-29
14,2018-06-29
34,2018-06-29
73,2018-06-29
699,2016-01-01
700,2016-01-01
701,2016-01-01
702,2016-01-01
6819,2018-06-29
7588,2018-06-29
7596,2018-06-29
7597,2018-06-29
7598,2018-06-29
7599,2018-06-29
7600,2018-06-29
7601,2018-06-29
7602,2018-06-29
7603,2018-06-29
7604,2018-06-29
7605,2018-06-29
7606,2018-06-29
7607,2018-06-29
7608,2018-06-29
7609,2018-06-29
7610,2018-06-29
7611,2018-06-29
7612,2018-06-29
7613,2018-06-29
7614,2018-06-29
7615,2018-06-29
7616,2018-06-29
7617,2018-06-29
7618,2018-06-29
7619,2018-06-29
7620,2018-06-29
7621,2018-06-29
7622,2018-06-29
7623,2018-06-29
7624,2018-06-29
7625,2018-06-29
7626,2018-06-29
7627,2018-06-29
7628,2018-06-29
7629,2018-06-29
7630,2018-06-29
7631,2018-06-29
7632,2018-06-29
7633,2018-06-29
7634,2018-06-29
7635,2018-06-29
7636,2018-06-29
7637,2018-06-29
7638,2018-06-29
7640,2018-06-29
7657,2019-05-08
7660,2019-05-08
7661,2019-05-08
7662,2019-05-08
7663,2019-05-08
7664,2019-05-08
7665,2019-05-08
7666,2019-05-08
7667,2019-05-08
7668,2019-05-08
7669,2019-05-08
7670,2019-05-08
7671,2019-05-08
7672,2019-05-08
7673,2019-05-08
7674,2019-05-08
7675,2019-05-08
7676,2019-05-08
7677,2019-05-08
7678,2019-05-08
7679,2019-05-08
7680,2019-05-08
7681,2019-05-08
7682,2019-05-08
7684,2019-05-08
7685,2019-05-08
7686,2019-05-08
7687,2019-05-08
7688,2019-05-08
7689,2019-05-08
7690,2019-05-08
7691,2019-05-08
7692,2019-05-08
7693,2019-05-08
7694,2019-05-08
7695,2019-05-08
7696,2019-05-08
7697,2019-05-08
7698,2019-05-08
7699,2019-05-08
7700,2019-05-08
7701,2019-05-08
7702,2019-05-08
7703,2019-05-08
7704,2019-05-08
7705,2019-05-08
7706,2019-05-08
7707,2019-05-08
7708,2019-05-08
7709,2019-05-08
7710,2019-05-08
7711,2019-05-08
7712,2019-05-08
7713,2019-05-08
7714,2019-05-08
7715,2019-05-08
7716,2019-05-08
7717,2019-05-08
7718,2019-05-08
7719,2019-05-08
7720,2019-05-08
7721,2019-05-08
7722,2019-05-08
7723,2019-05-08
7724,2019-05-08
